doc_id,country,title,raw_path
cb962412f144e305,Israel,Israel - Government Resolution 173 (2023),data/raw/corpus_raw/AI Policies/Israel/Israel - Government Resolution 173 (2023).pdf
b74006fbc16491e7,Israel,AI for Science Moonshot,data/raw/corpus_raw/AI Policies/Israel/AI for Science Moonshot.pdf
73ec5573aa0cad4d,Israel,Israel - A new interministerial team is exploring the use of AI in the financial sector (2023),data/raw/corpus_raw/AI Policies/Israel/Israel - A new interministerial team is exploring the use of AI in the financial sector (2023).pdf
d9cb73886e100957,Uganda,Uganda - Uganda prepares to harness opportunities of 4th Industrial revolution (2019),data/raw/corpus_raw/AI Policies/Uganda/Uganda - Uganda prepares to harness opportunities of 4th Industrial revolution (2019).pdf
21e2f6976954b893,Uganda,Uganda - Uganda installs Huawei's AI-powered facial recognition surveillance system 'nationwide' (2019),data/raw/corpus_raw/AI Policies/Uganda/Uganda - Uganda installs Huawei's AI-powered facial recognition surveillance system 'nationwide' (2019).pdf
920ecfc19fa7ee1d,Romania,Romania - Romania in the era of AI (2019),data/raw/corpus_raw/AI Policies/Romania/Romania - Romania in the era of AI (2019).pdf
04d5dc971cb2c89b,Romania,"Romania - National Strategic Framework for AI, 2023-2027 (TRANSLATED) (2023)","data/raw/corpus_raw/AI Policies/Romania/Romania - National Strategic Framework for AI, 2023-2027 (TRANSLATED) (2023).pdf"
0fd508cf369356fe,Romania,Translated - Smart labs,data/raw/corpus_raw/AI Policies/Romania/Translated - Smart labs.pdf
2ba7440ba5dfc9e4,Romania,Translated - National Platform of Technologies and Semiconductors,data/raw/corpus_raw/AI Policies/Romania/Translated - National Platform of Technologies and Semiconductors.pdf
aba1fbe784fa9913,Romania,Romanian National HPC Competence Center,data/raw/corpus_raw/AI Policies/Romania/Romanian National HPC Competence Center.pdf
faa4112ce4a27f8b,Romania,Romania - Country factsheet (2022),data/raw/corpus_raw/AI Policies/Romania/Romania - Country factsheet (2022).pdf
2f523ea54995c80a,Serbia,Serbia - Serbia becomes a member for Global Parternships in AI (TRANSLATED) (2022),data/raw/corpus_raw/AI Policies/Serbia/Serbia - Serbia becomes a member for Global Parternships in AI (TRANSLATED) (2022).pdf
b96cbffff37bf58c,Serbia,Serbia - On the establishment of the Research and Development Institute for AI (TRANSLATED) (2021),data/raw/corpus_raw/AI Policies/Serbia/Serbia - On the establishment of the Research and Development Institute for AI (TRANSLATED) (2021).pdf
d90af79e2fb36fae,Serbia,Serbia - Law on the Science Fund of the Republic of Serbia (2018),data/raw/corpus_raw/AI Policies/Serbia/Serbia - Law on the Science Fund of the Republic of Serbia (2018).pdf
4c64e28e0cdb694a,Serbia,Serbia - Strategy for the Scientific and Technological Development of Serbia from 2021-2025 (TRANSLATED) (2021),data/raw/corpus_raw/AI Policies/Serbia/Serbia - Strategy for the Scientific and Technological Development of Serbia from 2021-2025 (TRANSLATED) (2021).pdf
9307453d3632e5d5,Serbia,Serbia - National Academy for Public Administration (2018),data/raw/corpus_raw/AI Policies/Serbia/Serbia - National Academy for Public Administration (2018).pdf
418b89db527d6555,Serbia,Serbia - Law on Innovation Activity (TRANSLATED) (2021),data/raw/corpus_raw/AI Policies/Serbia/Serbia - Law on Innovation Activity (TRANSLATED) (2021).pdf
594bca15d75bef20,Serbia,Serbia - Serbia's AI Ecosystem (2024),data/raw/corpus_raw/AI Policies/Serbia/Serbia - Serbia's AI Ecosystem (2024).pdf
14200d5df322c1aa,Serbia,Serbia - Apply to the SТЕ(А)М Challenge! (2023),data/raw/corpus_raw/AI Policies/Serbia/Serbia - Apply to the SТЕ(А)М Challenge! (2023).pdf
2c877e13a93dc939,Serbia,Serbia - Serbia Accelerating Innnovation and Growth Entrepreneurship (2019),data/raw/corpus_raw/AI Policies/Serbia/Serbia - Serbia Accelerating Innnovation and Growth Entrepreneurship (2019).pdf
2d709454dc8ae35d,Serbia,Serbia - Strategy for the Development of AI in the Republic of Serbia for 2020-2025 (2021),data/raw/corpus_raw/AI Policies/Serbia/Serbia - Strategy for the Development of AI in the Republic of Serbia for 2020-2025 (2021).pdf
6e798fd923de9cf9,Serbia,Serbia - New steps in the development of the legal framework for autonomous driving (TRANSLATED) (2023),data/raw/corpus_raw/AI Policies/Serbia/Serbia - New steps in the development of the legal framework for autonomous driving (TRANSLATED) (2023).pdf
8fab508437f89741,Serbia,Serbia - Smart specialization strategy from 2020 to 2027 (TRANSLATED) (2020) ,data/raw/corpus_raw/AI Policies/Serbia/Serbia - Smart specialization strategy from 2020 to 2027 (TRANSLATED) (2020) .pdf
4e5543a392f40723,Serbia,"Serbia - Ethical Guidelines for the Development, Application and Use of Reliable and Responsible AI (TRANSLATED) (2023)","data/raw/corpus_raw/AI Policies/Serbia/Serbia - Ethical Guidelines for the Development, Application and Use of Reliable and Responsible AI (TRANSLATED) (2023).pdf"
1138d5b7b27c63e0,Sweden,Sweden - Owner's Manual for RISE (TRANSLATED) (2021),data/raw/corpus_raw/AI Policies/Sweden/Sweden - Owner's Manual for RISE (TRANSLATED) (2021).pdf
26ac985b3d682d00,Sweden,Sweden - National Approach to AI (2018),data/raw/corpus_raw/AI Policies/Sweden/Sweden - National Approach to AI (2018).pdf
8629b3016b7170ad,Sweden,Sweden - Mission to promote the ability of small and medium-sized enterprises to use data as a strategic resource (TRANSLATED) (2019),data/raw/corpus_raw/AI Policies/Sweden/Sweden - Mission to promote the ability of small and medium-sized enterprises to use data as a strategic resource (TRANSLATED) (2019).pdf
76168b8cbb081583,Sweden,Sweden - Mission to promote public admin's ability to use AI (TRANSLATED) (2021),data/raw/corpus_raw/AI Policies/Sweden/Sweden - Mission to promote public admin's ability to use AI (TRANSLATED) (2021).pdf
713fc3e2f50cd06b,Sweden,Translated - Guidelines for the use of generative AI in the public administration,data/raw/corpus_raw/AI Policies/Sweden/Translated - Guidelines for the use of generative AI in the public administration.pdf
09ede7b8df6a6c3a,Sweden,Translated - The Swedish Digitalisation Strategy 2025–2030,data/raw/corpus_raw/AI Policies/Sweden/Translated - The Swedish Digitalisation Strategy 2025–2030.pdf
d1a2bffa811ed7e2,Sweden,FFI Traffic Safe Automation,data/raw/corpus_raw/AI Policies/Sweden/FFI Traffic Safe Automation.pdf
1bd61ceb9a8d322c,Sweden,Sweden - AI in the Nordic-Baltic region (2018),data/raw/corpus_raw/AI Policies/Sweden/Sweden - AI in the Nordic-Baltic region (2018).pdf
06c065ea1b510a5e,Sweden,Sweden - The Digitalization Council (TRANSLATED) (2019),data/raw/corpus_raw/AI Policies/Sweden/Sweden - The Digitalization Council (TRANSLATED) (2019).pdf
3979a3995c6c2d0d,Sweden,Sweden - Mission to collaborate on the supply of skills for digital excellence (TRANSLATED) (2019),data/raw/corpus_raw/AI Policies/Sweden/Sweden - Mission to collaborate on the supply of skills for digital excellence (TRANSLATED) (2019).pdf
6f3cae68c523599e,Sweden,Sweden - KOMET (2022),data/raw/corpus_raw/AI Policies/Sweden/Sweden - KOMET (2022).pdf
f357d94b4839c98e,Sweden,Sweden - National Government Assignment to Promote the Public Administration's Ability to use AI (2022),data/raw/corpus_raw/AI Policies/Sweden/Sweden - National Government Assignment to Promote the Public Administration's Ability to use AI (2022).pdf
1fda09b5e2732a41,Thailand,"Thailand - Higher Education, Science, Research and Innovation Policy Council Act (TRANSLATED) (2019)","data/raw/corpus_raw/AI Policies/Thailand/Thailand - Higher Education, Science, Research and Innovation Policy Council Act (TRANSLATED) (2019).pdf"
48da4f5276e80b80,Thailand,Thailand - Cabinet approved the Draft Thailand National AI Strategy and Action Plan (2022),data/raw/corpus_raw/AI Policies/Thailand/Thailand - Cabinet approved the Draft Thailand National AI Strategy and Action Plan (2022).pdf
61813bfc4303afee,Thailand,Thailand - Twelfth National Economic and Social Development Plan 2017-2021 (2017),data/raw/corpus_raw/AI Policies/Thailand/Thailand - Twelfth National Economic and Social Development Plan 2017-2021 (2017).pdf
b29128a79c79cda9,Thailand,Thailand - AI Ethics Guidelines (TRANSLATED) (2019),data/raw/corpus_raw/AI Policies/Thailand/Thailand - AI Ethics Guidelines (TRANSLATED) (2019).pdf
a6c2e8f6888b9ad8,Thailand,Thailand - Generative AI Governance for Organizations (TRANSLATED) (2024),data/raw/corpus_raw/AI Policies/Thailand/Thailand - Generative AI Governance for Organizations (TRANSLATED) (2024).pdf
8b3f08a152291963,Thailand,Thailand - Conference on the Ethics of Science & Technology and Sustainable Development (2019),data/raw/corpus_raw/AI Policies/Thailand/Thailand - Conference on the Ethics of Science & Technology and Sustainable Development (2019).pdf
4c3c43da61ebfbd4,Norway,Norway - Is the boss watching you (TRANSLATED) (2022),data/raw/corpus_raw/AI Policies/Norway/Norway - Is the boss watching you (TRANSLATED) (2022).pdf
57d708520c34a8f6,Norway,Norway - Act on Testing Self-Driving Vehicles (TRANSLATED) (2017),data/raw/corpus_raw/AI Policies/Norway/Norway - Act on Testing Self-Driving Vehicles (TRANSLATED) (2017).pdf
892057f082701847,Norway,Norway - National Strategy for Artificial Intelligence (2020),data/raw/corpus_raw/AI Policies/Norway/Norway - National Strategy for Artificial Intelligence (2020).pdf
7cf5fc924b59bd37,Norway,Norway - Act on Amendments to the Health Register Act (TRANSLATED) (2020),data/raw/corpus_raw/AI Policies/Norway/Norway - Act on Amendments to the Health Register Act (TRANSLATED) (2020).pdf
e1242e99a5706be2,Norway,Norway - Guidelines for research ethics in science and technology (2024),data/raw/corpus_raw/AI Policies/Norway/Norway - Guidelines for research ethics in science and technology (2024).pdf
80036a4592987572,Norway,Norway - Quality Assurance Report (TRANSLATED) (2025),data/raw/corpus_raw/AI Policies/Norway/Norway - Quality Assurance Report (TRANSLATED) (2025).pdf
6da050b0ac18fc12,Norway,Norway - Statement on research ethics in AI (2019),data/raw/corpus_raw/AI Policies/Norway/Norway - Statement on research ethics in AI (2019).pdf
d5e8cb39bff0b470,Norway,Norway - AI and privacy (2018),data/raw/corpus_raw/AI Policies/Norway/Norway - AI and privacy (2018).pdf
84af3ba4f134a7af,Norway,Norway - What is DIGITAL? (TRANSLATED) (2021),data/raw/corpus_raw/AI Policies/Norway/Norway - What is DIGITAL? (TRANSLATED) (2021).pdf
3b66e0d6c7c83cf5,Norway,Norway - Portfolio Analysis for Enabling Technology (TRANSLATED) (2022),data/raw/corpus_raw/AI Policies/Norway/Norway - Portfolio Analysis for Enabling Technology (TRANSLATED) (2022).pdf
3053b662d5e92c6f,Norway,Norway - Norwegian Resource Centre for Sharing and Use of Data (2020),data/raw/corpus_raw/AI Policies/Norway/Norway - Norwegian Resource Centre for Sharing and Use of Data (2020).pdf
86c308f7bd5b2916,Norway,Norway - Data as a resource (2020),data/raw/corpus_raw/AI Policies/Norway/Norway - Data as a resource (2020).pdf
1eb9f011e2abfe3d,Norway,Norway - Strategy for Norway's participation in Horizon Europe and the European Research Area (2021),data/raw/corpus_raw/AI Policies/Norway/Norway - Strategy for Norway's participation in Horizon Europe and the European Research Area (2021).pdf
8bd5f1810a2056f2,Norway,Norway - Digital agenda in Norway in brief (2016),data/raw/corpus_raw/AI Policies/Norway/Norway - Digital agenda in Norway in brief (2016).pdf
b70283efe12163c0,Global Partnership on Artificial Intelligence,GPAI - Data Governance (2023),data/raw/corpus_raw/AI Policies/Global Partnership on Artificial Intelligence/GPAI - Data Governance (2023).pdf
98f1d09e125448f6,Global Partnership on Artificial Intelligence,GPAI - Innovation and commercialization (2023),data/raw/corpus_raw/AI Policies/Global Partnership on Artificial Intelligence/GPAI - Innovation and commercialization (2023).pdf
6dfe8bfee1828270,Global Partnership on Artificial Intelligence,GPAI - Joint statement from founding members (2020),data/raw/corpus_raw/AI Policies/Global Partnership on Artificial Intelligence/GPAI - Joint statement from founding members (2020).pdf
fbd75316ee968dd6,Global Partnership on Artificial Intelligence,GPAI - Future of Work (2023),data/raw/corpus_raw/AI Policies/Global Partnership on Artificial Intelligence/GPAI - Future of Work (2023).pdf
511a5097d8e4715b,Global Partnership on Artificial Intelligence,GPAI - Responsible AI (2023),data/raw/corpus_raw/AI Policies/Global Partnership on Artificial Intelligence/GPAI - Responsible AI (2023).pdf
1858745e73ca4d88,Brazil,Brazil - Rights and duties for the use of AI in Brazil (TRANSLATED) (2020),data/raw/corpus_raw/AI Policies/Brazil/Brazil - Rights and duties for the use of AI in Brazil (TRANSLATED) (2020).pdf
9ea9ecb80f0d7309,Brazil,Brazil - Summary of the Brazilian Artificial Intelligence Strategy (2021),data/raw/corpus_raw/AI Policies/Brazil/Brazil - Summary of the Brazilian Artificial Intelligence Strategy (2021).pdf
e7a0ed835c9477a1,Brazil,Brazil - Artificial Intelligence Centers (TRANSLATED) (2019),data/raw/corpus_raw/AI Policies/Brazil/Brazil - Artificial Intelligence Centers (TRANSLATED) (2019).pdf
51fedb16642c9f59,Lithuania,Lithuania - Lithuanian Aritifical Intelligence Strategy (2019),data/raw/corpus_raw/AI Policies/Lithuania/Lithuania - Lithuanian Aritifical Intelligence Strategy (2019).pdf
0c0c1001b8439a1a,Iceland,Iceland - Act on Data Protection and the Processing of Personal Data (2018,data/raw/corpus_raw/AI Policies/Iceland/Iceland - Act on Data Protection and the Processing of Personal Data (2018.pdf
8d2ba7a94cf95201,Iceland,Iceland - Iceland and the Fourth Industrial Revolution (2019),data/raw/corpus_raw/AI Policies/Iceland/Iceland - Iceland and the Fourth Industrial Revolution (2019).pdf
866debfa26fd035f,Russia,"Russia - Technical standardization committee ""Artificial Intelligence"" (2019)","data/raw/corpus_raw/AI Policies/Russia/Russia - Technical standardization committee ""Artificial Intelligence"" (2019).pdf"
33049643637ebaab,Russia,Russia - Prospective standardization program in AI 2021-2024 (TRANSLATED) (2020),data/raw/corpus_raw/AI Policies/Russia/Russia - Prospective standardization program in AI 2021-2024 (TRANSLATED) (2020).pdf
ef015716228de9fb,Russia,Russia - On the development of AI in the Russian Federation (TRANSLATED) (2024),data/raw/corpus_raw/AI Policies/Russia/Russia - On the development of AI in the Russian Federation (TRANSLATED) (2024).pdf
ccd37eb62c418da0,Russia,Russia - Conducting an experiment on the trial operation of highly automated vehicles on public roads (TRANSLATED) (2018),data/raw/corpus_raw/AI Policies/Russia/Russia - Conducting an experiment on the trial operation of highly automated vehicles on public roads (TRANSLATED) (2018).pdf
74e16f1d55c081b2,Russia,Russia - AI Systems in Clinical Medicine (TRANSLATED) (2021),data/raw/corpus_raw/AI Policies/Russia/Russia - AI Systems in Clinical Medicine (TRANSLATED) (2021).pdf
ac261642fbc53f46,Russia,Russia - National Digital Economy 2018-2024 (TRANSLATED) (2018),data/raw/corpus_raw/AI Policies/Russia/Russia - National Digital Economy 2018-2024 (TRANSLATED) (2018).pdf
0e658d492809cdeb,United Arab Emirates,UAE - AI Ethics Principles & Guidelines (2018),data/raw/corpus_raw/AI Policies/United Arab Emirates/UAE - AI Ethics Principles & Guidelines (2018).pdf
503114d994769b1c,United Arab Emirates,UAE - UAE Position on AI Policy (2024),data/raw/corpus_raw/AI Policies/United Arab Emirates/UAE - UAE Position on AI Policy (2024).pdf
b2abe503984a22e0,United Arab Emirates,UAE - AI Lab Playbook (2018),data/raw/corpus_raw/AI Policies/United Arab Emirates/UAE - AI Lab Playbook (2018).pdf
9c833713b424ce32,United Arab Emirates,UAE - UAE Announces New Federal Data Law (2021),data/raw/corpus_raw/AI Policies/United Arab Emirates/UAE - UAE Announces New Federal Data Law (2021).pdf
79e05c502d1fc124,United Arab Emirates,UAE - UAE National Strategy for AI (2018),data/raw/corpus_raw/AI Policies/United Arab Emirates/UAE - UAE National Strategy for AI (2018).pdf
77a3c54976de490d,United Arab Emirates,UAE - UAE Charter for the Development & Use of AI (2024),data/raw/corpus_raw/AI Policies/United Arab Emirates/UAE - UAE Charter for the Development & Use of AI (2024).pdf
02f17f5672db9af3,United Arab Emirates,UAE - Federal Decree Law No. 25 of 2018 on the Projects of Future Nature (2018),data/raw/corpus_raw/AI Policies/United Arab Emirates/UAE - Federal Decree Law No. 25 of 2018 on the Projects of Future Nature (2018).pdf
66cc68bd87ff4e59,Belgium,Belgium - Implementing the AI Act in Belgium (2024),data/raw/corpus_raw/AI Policies/Belgium/Belgium - Implementing the AI Act in Belgium (2024).pdf
e11e7ac3ffd92307,Belgium,Belgium - Executive Summary of the Regional Strategy for Economic Transition 2022-2030 (2022),data/raw/corpus_raw/AI Policies/Belgium/Belgium - Executive Summary of the Regional Strategy for Economic Transition 2022-2030 (2022).pdf
bb6be39a9528259c,Belgium,Belgium - Flanders redistrbution of budget for AI (TRANSLATED) (2019),data/raw/corpus_raw/AI Policies/Belgium/Belgium - Flanders redistrbution of budget for AI (TRANSLATED) (2019).pdf
59bfba21c0b6533e,Belgium,Belgium - Joint General Policy Statement of the Brussels-Capital Region Government and the United College of the Joint Community Commission (TRANSLATED) (2019),data/raw/corpus_raw/AI Policies/Belgium/Belgium - Joint General Policy Statement of the Brussels-Capital Region Government and the United College of the Joint Community Commission (TRANSLATED) (2019).pdf
0a3c72bd280460f8,Belgium,Translated - Proloog Mobilidata 2,data/raw/corpus_raw/AI Policies/Belgium/Translated - Proloog Mobilidata 2.pdf
ad0e57018442ee87,Belgium,Belgium - R&D Projects (2021),data/raw/corpus_raw/AI Policies/Belgium/Belgium - R&D Projects (2021).pdf
a8b71b293cc039a9,Belgium,Smart Education @ Schools,data/raw/corpus_raw/AI Policies/Belgium/Smart Education @ Schools.pdf
8cfe61479e641edf,Belgium,Belgium - Digital Wallonia Strategy (TRANSLATED) (2022),data/raw/corpus_raw/AI Policies/Belgium/Belgium - Digital Wallonia Strategy (TRANSLATED) (2022).pdf
430a3b7fd44ceb9c,Belgium,Belgium - Belgium adopts a national plan for the development of artificial intelligence (2022),data/raw/corpus_raw/AI Policies/Belgium/Belgium - Belgium adopts a national plan for the development of artificial intelligence (2022).pdf
c34a09d464790d6f,Belgium,Belgium - Flemish Policy Plan AI (TRANSLATED) (2019),data/raw/corpus_raw/AI Policies/Belgium/Belgium - Flemish Policy Plan AI (TRANSLATED) (2019).pdf
3edaa643bb0617d2,Belgium,Belgium - Plan NextTech Belgium (TRANSLATED) (2017),data/raw/corpus_raw/AI Policies/Belgium/Belgium - Plan NextTech Belgium (TRANSLATED) (2017).pdf
2aba718dfb8da87c,Belgium,Translated - Smals,data/raw/corpus_raw/AI Policies/Belgium/Translated - Smals.pdf
492b24b568776978,Belgium,Belgium - ICON Manual (TRANSLATION) (2023),data/raw/corpus_raw/AI Policies/Belgium/Belgium - ICON Manual (TRANSLATION) (2023).pdf
99aeb60267064ce5,Belgium,Belgium - Autonomous vehicles (2015),data/raw/corpus_raw/AI Policies/Belgium/Belgium - Autonomous vehicles (2015).pdf
6918bb65a9bd2041,Belgium,Belgium - Royal decree establishing a Steering Committee for AI  (TRANSLATED) (2024),data/raw/corpus_raw/AI Policies/Belgium/Belgium - Royal decree establishing a Steering Committee for AI  (TRANSLATED) (2024).pdf
a9181b3f5157c391,Belgium,Belgium - Wallonia Policy Change (TRANSLATED) (2024),data/raw/corpus_raw/AI Policies/Belgium/Belgium - Wallonia Policy Change (TRANSLATED) (2024).pdf
21b847dcb820516b,Belgium,Belgium - Go4Brussels 2030 Strategy (TRANSLATED) (2021),data/raw/corpus_raw/AI Policies/Belgium/Belgium - Go4Brussels 2030 Strategy (TRANSLATED) (2021).pdf
3376db4b7bdadb57,Belgium,Belgium - National Convergence Plan for the Development of AI (TRANSLATED) (2022),data/raw/corpus_raw/AI Policies/Belgium/Belgium - National Convergence Plan for the Development of AI (TRANSLATED) (2022).pdf
7be7c976d94de17b,Saudi Arabia,Personal Data Breach Incidents Procedural Guide,data/raw/corpus_raw/AI Policies/Saudi Arabia/Personal Data Breach Incidents Procedural Guide.pdf
6e16cc8822d5fcab,Saudi Arabia,Translated - Global AI Summit,data/raw/corpus_raw/AI Policies/Saudi Arabia/Translated - Global AI Summit.pdf
fb2427075540afee,Saudi Arabia,Generative Artificial Intelligence Guidelines for Government,data/raw/corpus_raw/AI Policies/Saudi Arabia/Generative Artificial Intelligence Guidelines for Government.pdf
e69a3432d2fe25ac,Saudi Arabia,National Biotechnology Strategy,data/raw/corpus_raw/AI Policies/Saudi Arabia/National Biotechnology Strategy.pdf
f25901cb1bfc1452,Saudi Arabia,Regulation on Personal Data Transfer Outside the Kingdom,data/raw/corpus_raw/AI Policies/Saudi Arabia/Regulation on Personal Data Transfer Outside the Kingdom.pdf
2f445129a458cf57,Saudi Arabia,The Rules Governing the National Register of Controllers Within the Kingdom,data/raw/corpus_raw/AI Policies/Saudi Arabia/The Rules Governing the National Register of Controllers Within the Kingdom.pdf
fa42033cde5c45d5,Saudi Arabia,Elaboration and Developing Privacy Policy Guideline,data/raw/corpus_raw/AI Policies/Saudi Arabia/Elaboration and Developing Privacy Policy Guideline.pdf
8b297a8d8cc1634c,Saudi Arabia,Rules for Appointing Personal Data Protection Officer,data/raw/corpus_raw/AI Policies/Saudi Arabia/Rules for Appointing Personal Data Protection Officer.pdf
9651b3ef22aee5d9,Saudi Arabia,AI Adoption Framework,data/raw/corpus_raw/AI Policies/Saudi Arabia/AI Adoption Framework.pdf
0702658d36f957f1,Saudi Arabia,Personal Data Disclosure Cases Guideline,data/raw/corpus_raw/AI Policies/Saudi Arabia/Personal Data Disclosure Cases Guideline.pdf
2de9606a64c45d2d,Saudi Arabia,Standard Contractual Clauses for Personal Data Transfer,data/raw/corpus_raw/AI Policies/Saudi Arabia/Standard Contractual Clauses for Personal Data Transfer.pdf
a1c73c97909b52bb,Saudi Arabia,Deepfakes Guidelines,data/raw/corpus_raw/AI Policies/Saudi Arabia/Deepfakes Guidelines.pdf
f832f3024543ddf3,Saudi Arabia,Saudi Arabia - Personal Data Protection Law (2023),data/raw/corpus_raw/AI Policies/Saudi Arabia/Saudi Arabia - Personal Data Protection Law (2023).pdf
65c8436ae13d3377,Saudi Arabia,Minimum Personal Data Determination Guideline,data/raw/corpus_raw/AI Policies/Saudi Arabia/Minimum Personal Data Determination Guideline.pdf
2b4147b7e3c5120d,Saudi Arabia,National Occupational Standard Framework for Data and Artificial Intelligence (NOSF),data/raw/corpus_raw/AI Policies/Saudi Arabia/National Occupational Standard Framework for Data and Artificial Intelligence (NOSF).pdf
ab1a0fa9f4eaf8e3,Saudi Arabia,Saudi Arabia - New amendments have been introduced to the Personal Data Protection Law (2023),data/raw/corpus_raw/AI Policies/Saudi Arabia/Saudi Arabia - New amendments have been introduced to the Personal Data Protection Law (2023).pdf
b4e078117baf7bdc,Saudi Arabia,Saudi Arabia - National Strategy for Data and AI (2020),data/raw/corpus_raw/AI Policies/Saudi Arabia/Saudi Arabia - National Strategy for Data and AI (2020).pdf
c4a2451c19eb3e78,Saudi Arabia,Generative Artificial Intelligence Guidelines Public,data/raw/corpus_raw/AI Policies/Saudi Arabia/Generative Artificial Intelligence Guidelines Public.pdf
93e843b8a20a75de,Saudi Arabia,Data Sharing Policy,data/raw/corpus_raw/AI Policies/Saudi Arabia/Data Sharing Policy.pdf
521d032d6c2f62bf,Saudi Arabia,Guidelines for Binding Common Rules (BCR) for Personal Data Transfer,data/raw/corpus_raw/AI Policies/Saudi Arabia/Guidelines for Binding Common Rules (BCR) for Personal Data Transfer.pdf
