pc,side,rank,term
PC8,pos,26,eu
PC8,pos,27,technology
PC8,pos,28,2020
PC8,pos,29,2018
PC8,pos,30,2024
PC8,neg,1,digital
PC8,neg,2,skills
PC8,neg,3,data
PC8,neg,4,sec
PC8,neg,5,digital skills
PC8,neg,6,ai
PC8,neg,7,education
PC8,neg,8,learning
PC8,neg,9,training
PC8,neg,10,quality
PC8,neg,11,use
PC8,neg,12,educational
PC8,neg,13,students
PC8,neg,14,teachers
PC8,neg,15,schools
PC8,neg,16,risk
PC8,neg,17,personal
PC8,neg,18,risks
PC8,neg,19,digital technologies
PC8,neg,20,school
PC8,neg,21,transformation
PC8,neg,22,teaching
PC8,neg,23,personal data
PC8,neg,24,tools
PC8,neg,25,provision
PC8,neg,26,literacy
PC8,neg,27,machine learning
PC8,neg,28,digital transformation
PC8,neg,29,people
PC8,neg,30,process
PC9,pos,1,000
PC9,pos,2,research
PC9,pos,3,000 000
PC9,pos,4,university
PC9,pos,5,data
PC9,pos,6,uk
PC9,pos,7,ai
PC9,pos,8,science
PC9,pos,9,project
PC9,pos,10,total
PC9,pos,11,innovation
PC9,pos,12,section
PC9,pos,13,year
PC9,pos,14,500
PC9,pos,15,number
PC9,pos,16,researchers
PC9,pos,17,program
PC9,pos,18,projects
PC9,pos,19,funding
PC9,pos,20,scientific
PC9,pos,21,allocation
PC9,pos,22,support
PC9,pos,23,increase
PC9,pos,24,million
PC9,pos,25,quality
PC9,pos,26,100
PC9,pos,27,program increase
PC9,pos,28,nsf
PC9,pos,29,10 000
PC9,pos,30,subsection
PC9,neg,1,artificial
PC9,neg,2,intelligence
PC9,neg,3,artificial intelligence
PC9,neg,4,digital
PC9,neg,5,sec
PC9,neg,6,digital skills
PC9,neg,7,skills
PC9,neg,8,technologies
PC9,neg,9,ministry
PC9,neg,10,field artificial
PC9,neg,11,education
PC9,neg,12,contained
PC9,neg,13,defense
PC9,neg,14,provision
PC9,neg,15,national
PC9,neg,16,https
PC9,neg,17,use artificial
PC9,neg,18,intelligence technologies
PC9,neg,19,field
PC9,neg,20,intelligence systems
PC9,neg,21,educational
PC9,neg,22,strategy
PC9,neg,23,2024
PC9,neg,24,regulation
PC9,neg,25,digital transformation
PC9,neg,26,ar
PC9,neg,27,department defense
PC9,neg,28,russian
PC9,neg,29,european
PC9,neg,30,department
PC10,pos,1,sec
PC10,pos,2,000
PC10,pos,3,digital
PC10,pos,4,https
PC10,pos,5,subtitle
PC10,pos,6,data
PC10,pos,7,ar
PC10,pos,8,ticle
PC10,pos,9,ar ticle
PC10,pos,10,artificial
PC10,pos,11,artificial intelligence
PC10,pos,12,intelligence
PC10,pos,13,www
PC10,pos,14,skills
PC10,pos,15,program sec
PC10,pos,16,https www
PC10,pos,17,contained
PC10,pos,18,uk
PC10,pos,19,certain
PC10,pos,20,digital skills
PC10,pos,21,provision
PC10,pos,22,org
PC10,pos,23,ity
PC10,pos,24,regulation
PC10,pos,25,military
PC10,pos,26,eu
PC10,pos,27,personal data
PC10,pos,28,personal
PC10,pos,29,commission
PC10,pos,30,department defense
PC10,neg,1,section
PC10,neg,2,shall
PC10,neg,3,subsection
PC10,neg,4,secretary
PC10,neg,5,paragraph
PC10,neg,6,committee
PC10,neg,7,research
PC10,neg,8,inserting
PC10,neg,9,act
PC10,neg,10,later
PC10,neg,11,date
PC10,neg,12,quality
PC10,neg,13,required
PC10,neg,14,appropriate
PC10,neg,15,following
PC10,neg,16,striking
PC10,neg,17,secretary defense
PC10,neg,18,including
PC10,neg,19,amended
PC10,neg,20,described
PC10,neg,21,machine learning
PC10,neg,22,committees
PC10,neg,23,united states
PC10,neg,24,code
PC10,neg,25,submit
PC10,neg,26,states code
PC10,neg,27,united
PC10,neg,28,shall submit
PC10,neg,29,days
PC10,neg,30,ii
PC11,pos,1,000
PC11,pos,2,artificial
PC11,pos,3,intelligence
PC11,pos,4,artificial intelligence
PC11,pos,5,learning
PC11,pos,6,quality
PC11,pos,7,machine learning
PC11,pos,8,machine
PC11,pos,9,systems
PC11,pos,10,external quality
PC11,pos,11,external
PC11,pos,12,field
PC11,pos,13,learning elements
PC11,pos,14,sec
PC11,pos,15,use
PC11,pos,16,translated google
PC11,pos,17,machine translated
PC11,pos,18,translated
PC11,pos,19,educational
PC11,pos,20,development
PC11,pos,21,safety
PC11,pos,22,elements
PC11,pos,23,quality use
PC11,pos,24,education
PC11,pos,25,google
PC11,pos,26,based
PC11,pos,27,requirements
PC11,pos,28,internal quality
PC11,pos,29,plant
PC11,pos,30,implementation
PC11,neg,1,uk
PC11,neg,2,https
PC11,neg,3,www
PC11,neg,4,https www
PC11,neg,5,gov
PC11,neg,6,government
PC11,neg,7,gov uk
PC11,neg,8,research
PC11,neg,9,org
PC11,neg,10,innovation
PC11,neg,11,data
PC11,neg,12,pdf
PC11,neg,13,uk government
PC11,neg,14,www gov
PC11,neg,15,australian
PC11,neg,16,australia
PC11,neg,17,2017
PC11,neg,18,ai
PC11,neg,19,science
PC11,neg,20,2019
PC11,neg,21,2018
PC11,neg,22,public
PC11,neg,23,com
PC11,neg,24,sharing
PC11,neg,25,publications
PC11,neg,26,government publications
PC11,neg,27,sector
PC11,neg,28,cdei
PC11,neg,29,2020
PC11,neg,30,report
PC12,pos,1,sec
PC12,pos,2,research
PC12,pos,3,quality
PC12,pos,4,innovation
PC12,pos,5,science
PC12,pos,6,scientific
PC12,pos,7,machine learning
PC12,pos,8,machine
PC12,pos,9,research innovation
PC12,pos,10,development
PC12,pos,11,projects
PC12,pos,12,ministry
PC12,pos,13,republic
PC12,pos,14,serbia
PC12,pos,15,external
PC12,pos,16,researchers
PC12,pos,17,external quality
PC12,pos,18,project
PC12,pos,19,subtitle
PC12,pos,20,learning
PC12,pos,21,funding
PC12,pos,22,activities
PC12,pos,23,republic serbia
PC12,pos,24,health
PC12,pos,25,industry
PC12,pos,26,support
PC12,pos,27,program
PC12,pos,28,universities
PC12,pos,29,science technology
PC12,pos,30,scientific research
PC12,neg,1,digital
PC12,neg,2,000
PC12,neg,3,artificial
PC12,neg,4,intelligence
PC12,neg,5,artificial intelligence
PC12,neg,6,skills
PC12,neg,7,digital skills
PC12,neg,8,https
PC12,neg,9,secretary
PC12,neg,10,defense
PC12,neg,11,ai
PC12,neg,12,www
PC12,neg,13,https www
PC12,neg,14,senate
PC12,neg,15,secretary defense
PC12,neg,16,contained
PC12,neg,17,house
PC12,neg,18,subsection
PC12,neg,19,org
PC12,neg,20,provision
PC12,neg,21,rights
PC12,neg,22,personal data
PC12,neg,23,generative
PC12,neg,24,personal
PC12,neg,25,pdf
PC12,neg,26,digital transformation
PC12,neg,27,section
PC12,neg,28,transformation
PC12,neg,29,protection
PC12,neg,30,amendment
PC13,pos,1,https
PC13,pos,2,quality
PC13,pos,3,learning
PC13,pos,4,machine learning
PC13,pos,5,www
PC13,pos,6,https www
PC13,pos,7,machine
PC13,pos,8,external quality
PC13,pos,9,uk
PC13,pos,10,gov
PC13,pos,11,external
PC13,pos,12,org
PC13,pos,13,safety
PC13,pos,14,pdf
PC13,pos,15,learning elements
PC13,pos,16,gov uk
PC13,pos,17,systems
PC13,pos,18,quality use
PC13,pos,19,use
PC13,pos,20,decision
PC13,pos,21,elements
PC13,pos,22,risk
PC13,pos,23,review
PC13,pos,24,2019
PC13,pos,25,plant
PC13,pos,26,internal quality
PC13,pos,27,2018
PC13,pos,28,requirements
PC13,pos,29,australian
PC13,pos,30,com
PC13,neg,1,data
PC13,neg,2,personal data
PC13,neg,3,personal
PC13,neg,4,research
PC13,neg,5,protection
PC13,neg,6,ai
PC13,neg,7,processing
PC13,neg,8,ministry
PC13,neg,9,data protection
PC13,neg,10,protection personal
PC13,neg,11,innovation
PC13,neg,12,national
PC13,neg,13,processing personal
PC13,neg,14,education
PC13,neg,15,development
PC13,neg,16,public
PC13,neg,17,institutions
PC13,neg,18,controller
PC13,neg,19,defense
PC13,neg,20,sector
PC13,neg,21,strategy
PC13,neg,22,research innovation
PC13,neg,23,private
PC13,neg,24,higher education
PC13,neg,25,secretary
PC13,neg,26,universities
PC13,neg,27,artificial
PC13,neg,28,intelligence
PC13,neg,29,shall
PC13,neg,30,companies
PC14,pos,1,contained
PC14,pos,2,provision
PC14,pos,3,amendment
PC14,pos,4,senate
PC14,pos,5,house
PC14,pos,6,provision sec
PC14,pos,7,data
PC14,pos,8,defense
PC14,pos,9,amendment contained
PC14,pos,10,senate amendment
PC14,pos,11,house contained
PC14,pos,12,contained similar
PC14,pos,13,recedes
PC14,pos,14,similar provision
PC14,pos,15,contained provision
PC14,pos,16,quality
PC14,pos,17,learning
PC14,pos,18,machine learning
PC14,pos,19,similar
PC14,pos,20,6601
PC14,pos,21,research
PC14,pos,22,conferees
PC14,pos,23,machine
PC14,pos,24,senate recedes
PC14,pos,25,house recedes
PC14,pos,26,secretary defense
PC14,pos,27,provision house
PC14,pos,28,secretary
PC14,pos,29,require
PC14,pos,30,provision senate
PC14,neg,1,sec
PC14,neg,2,section
PC14,neg,3,coast guard
PC14,neg,4,coast
PC14,neg,5,subsection
PC14,neg,6,inserting
PC14,neg,7,guard
PC14,neg,8,digital
PC14,neg,9,title
PC14,neg,10,striking
PC14,neg,11,amended
PC14,neg,12,shall
PC14,neg,13,authority
PC14,neg,14,paragraph
PC14,neg,15,rights
PC14,neg,16,united
PC14,neg,17,states
PC14,neg,18,united states
PC14,neg,19,law
PC14,neg,20,act
PC14,neg,21,general
PC14,neg,22,vessel
PC14,neg,23,code
PC14,neg,24,federal
PC14,neg,25,following
PC14,neg,26,subtitle
PC14,neg,27,committee
PC14,neg,28,code amended
PC14,neg,29,decision
PC14,neg,30,human rights
PC15,pos,1,data
PC15,pos,2,learning
PC15,pos,3,education
PC15,pos,4,uk
PC15,pos,5,students
PC15,pos,6,shall
PC15,pos,7,machine learning
PC15,pos,8,quality
PC15,pos,9,skills
PC15,pos,10,subsection
PC15,pos,11,https
PC15,pos,12,science
PC15,pos,13,training
PC15,pos,14,inserting
PC15,pos,15,section
PC15,pos,16,coast guard
PC15,pos,17,coast
PC15,pos,18,educational
PC15,pos,19,paragraph
PC15,pos,20,striking
PC15,pos,21,gov uk
PC15,pos,22,personal data
PC15,pos,23,gov
PC15,pos,24,artificial
PC15,pos,25,www
PC15,pos,26,guard
PC15,pos,27,intelligence
PC15,pos,28,data science
PC15,pos,29,personal
PC15,pos,30,teachers
PC15,neg,1,provision
PC15,neg,2,contained
PC15,neg,3,rights
PC15,neg,4,decision
PC15,neg,5,assessment
PC15,neg,6,digital
PC15,neg,7,law
PC15,neg,8,ministry
PC15,neg,9,article
PC15,neg,10,amendment
PC15,neg,11,human rights
PC15,neg,12,applicant
PC15,neg,13,risk
PC15,neg,14,human
PC15,neg,15,decision making
PC15,neg,16,liability
PC15,neg,17,senate
PC15,neg,18,provision sec
PC15,neg,19,european
PC15,neg,20,legal
PC15,neg,21,public
PC15,neg,22,house
PC15,neg,23,regulation
PC15,neg,24,amendment contained
PC15,neg,25,senate amendment
PC15,neg,26,house contained
PC15,neg,27,making
PC15,neg,28,contained similar
PC15,neg,29,recedes
PC15,neg,30,eu
PC16,pos,1,education
PC16,pos,2,personal data
PC16,pos,3,personal
PC16,pos,4,students
PC16,pos,5,educational
PC16,pos,6,law
PC16,pos,7,https
PC16,pos,8,article
PC16,pos,9,protection
PC16,pos,10,ai
PC16,pos,11,science
PC16,pos,12,teachers
PC16,pos,13,processing
PC16,pos,14,higher
PC16,pos,15,higher education
PC16,pos,16,learning
PC16,pos,17,school
PC16,pos,18,teaching
PC16,pos,19,data protection
PC16,pos,20,org
PC16,pos,21,rights
PC16,pos,22,protection personal
PC16,pos,23,ministry
PC16,pos,24,contained
PC16,pos,25,university
PC16,pos,26,schools
PC16,pos,27,training
PC16,pos,28,scientific
PC16,pos,29,2020
PC16,pos,30,section
PC16,neg,1,data
PC16,neg,2,digital
PC16,neg,3,government
PC16,neg,4,uk
PC16,neg,5,sector
PC16,neg,6,public
PC16,neg,7,intelligence
PC16,neg,8,artificial
PC16,neg,9,services
PC16,neg,10,defense
PC16,neg,11,artificial intelligence
PC16,neg,12,sharing
PC16,neg,13,cyber
PC16,neg,14,public sector
PC16,neg,15,infrastructure
PC16,neg,16,security
PC16,neg,17,gov uk
PC16,neg,18,health
PC16,neg,19,data sharing
PC16,neg,20,000
PC16,neg,21,strategy
PC16,neg,22,industry
PC16,neg,23,companies
PC16,neg,24,businesses
PC16,neg,25,innovation
PC16,neg,26,economy
PC16,neg,27,investment
PC16,neg,28,solutions
PC16,neg,29,use
PC16,neg,30,cybersecurity
PC17,pos,1,digital
PC17,pos,2,ai
PC17,pos,3,quality
PC17,pos,4,machine
PC17,pos,5,machine learning
PC17,pos,6,personal data
PC17,pos,7,https
PC17,pos,8,digital skills
PC17,pos,9,national
PC17,pos,10,european
PC17,pos,11,external quality
PC17,pos,12,personal
PC17,pos,13,external
PC17,pos,14,eu
PC17,pos,15,transformation
PC17,pos,16,digital transformation
PC17,pos,17,university
PC17,pos,18,ministry
PC17,pos,19,la
PC17,pos,20,learning elements
PC17,pos,21,protection
PC17,pos,22,defense
PC17,pos,23,2020
PC17,pos,24,google
PC17,pos,25,translated
PC17,pos,26,translated google
PC17,pos,27,machine translated
PC17,pos,28,security
PC17,pos,29,article
PC17,pos,30,el
PC17,neg,1,education
PC17,neg,2,decision
PC17,neg,3,students
PC17,neg,4,decision making
PC17,neg,5,making
PC17,neg,6,artificial
PC17,neg,7,artificial intelligence
PC17,neg,8,people
PC17,neg,9,intelligence
PC17,neg,10,uk
PC17,neg,11,educational
PC17,neg,12,training
PC17,neg,13,human
PC17,neg,14,schools
PC17,neg,15,school
PC17,neg,16,automated
PC17,neg,17,algorithmic
PC17,neg,18,government
PC17,neg,19,higher
PC17,neg,20,decisions
PC17,neg,21,work
PC17,neg,22,student
PC17,neg,23,teachers
PC17,neg,24,bias
PC17,neg,25,recognition
PC17,neg,26,applicant
PC17,neg,27,support
PC17,neg,28,used
PC17,neg,29,rights
PC17,neg,30,children
PC18,pos,1,defense
PC18,pos,2,australian
PC18,pos,3,technology
PC18,pos,4,australia
PC18,pos,5,science
PC18,pos,6,rights
PC18,pos,7,human
PC18,pos,8,human rights
PC18,pos,9,cyber
PC18,pos,10,university
PC18,pos,11,department
PC18,pos,12,privacy
PC18,pos,13,security
PC18,pos,14,information
PC18,pos,15,dp
PC18,pos,16,director
PC18,pos,17,institute
PC18,pos,18,national
PC18,pos,19,professor
PC18,pos,20,research
PC18,pos,21,submissions
PC18,pos,22,digital
PC18,pos,23,science technology
PC18,pos,24,cybersecurity
PC18,pos,25,office
PC18,pos,26,secretary
PC18,pos,27,systems
PC18,pos,28,secretary defense
PC18,pos,29,protection
PC18,pos,30,department defense
PC18,neg,1,section
PC18,neg,2,uk
PC18,neg,3,article
PC18,neg,4,coast guard
PC18,neg,5,coast
PC18,neg,6,provision
PC18,neg,7,data
PC18,neg,8,inserting
PC18,neg,9,contained
PC18,neg,10,public
PC18,neg,11,eu
PC18,neg,12,artificial
PC18,neg,13,title
PC18,neg,14,artificial intelligence
PC18,neg,15,guard
PC18,neg,16,european
PC18,neg,17,sector
PC18,neg,18,code
PC18,neg,19,aid
PC18,neg,20,striking
PC18,neg,21,https
PC18,neg,22,programme
PC18,neg,23,amended
PC18,neg,24,liability
PC18,neg,25,amendment
PC18,neg,26,companies
PC18,neg,27,states
PC18,neg,28,states code
PC18,neg,29,gov uk
PC18,neg,30,senate
PC19,pos,1,ministry
PC19,pos,2,defense
PC19,pos,3,https
PC19,pos,4,education
PC19,pos,5,www
PC19,pos,6,https www
PC19,pos,7,secretary
PC19,pos,8,educational
PC19,pos,9,ministry education
PC19,pos,10,implementation
PC19,pos,11,program
PC19,pos,12,pilot
PC19,pos,13,secretary defense
PC19,pos,14,gov
PC19,pos,15,department defense
PC19,pos,16,measure
PC19,pos,17,cyber
PC19,pos,18,org
PC19,pos,19,department
PC19,pos,20,gov uk
PC19,pos,21,pilot program
PC19,pos,22,activities
PC19,pos,23,information
PC19,pos,24,public
PC19,pos,25,shall
PC19,pos,26,pdf
PC19,pos,27,assessment
PC19,pos,28,programs
PC19,pos,29,generative
PC19,pos,30,sports
PC19,neg,1,australia
PC19,neg,2,australian
PC19,neg,3,skills
PC19,neg,4,united
PC19,neg,5,coast guard
PC19,neg,6,coast
PC19,neg,7,states
PC19,neg,8,united states
PC19,neg,9,university
PC19,neg,10,guard
PC19,neg,11,rights
PC19,neg,12,inserting
PC19,neg,13,dp
PC19,neg,14,section
PC19,neg,15,human rights
PC19,neg,16,human
PC19,neg,17,contained
PC19,neg,18,title
PC19,neg,19,striking
PC19,neg,20,amended
PC19,neg,21,new
PC19,neg,22,submissions
